datetime,Bx,By
2022-06-08 18:12:08+00:00,-18.467711320754717,3.7319735849056603
2022-06-08 18:12:12+00:00,-18.38920053619303,5.891141286863271
2022-06-08 18:12:16+00:00,-19.148040921409212,-0.9362330623306232
2022-06-08 18:12:20+00:00,-13.192319466666667,-10.142873333333332
2022-06-08 18:12:24+00:00,-15.683913866666668,-10.907921333333332
2022-06-08 18:12:28+00:00,-15.019622811671088,-8.57179973474801
2022-06-08 18:12:32+00:00,6.141169918699187,-4.933128184281843
2022-06-08 18:12:36+00:00,16.031113351498636,-1.2862392370572207
2022-06-08 18:12:40+00:00,18.010060326086954,-0.8823782608695652
2022-06-08 18:12:44+00:00,16.708305163043477,-1.7785089673913044
2022-06-08 18:12:48+00:00,-3.2865697802197804,-14.934607142857143
2022-06-08 18:12:52+00:00,-6.547655801104972,-18.650311049723754
2022-06-08 18:12:56+00:00,13.3380908839779,-6.5607524861878455
2022-06-08 18:13:00+00:00,16.947896685082874,-0.4380364640883978
2022-06-08 18:13:04+00:00,15.328784022038569,0.956829476584022
2022-06-08 18:13:08+00:00,18.12932888283379,-3.3736871934604906
2022-06-08 18:13:12+00:00,18.094827493261455,-1.507533692722372
2022-06-08 18:13:16+00:00,19.188464864864866,-3.8897843243243244
2022-06-08 18:13:20+00:00,21.372647978436657,-1.2054684636118598
2022-06-08 18:13:24+00:00,17.18902884097035,-2.9036843665768197
2022-06-08 18:13:28+00:00,18.339611684782607,-0.5992850543478261
2022-06-08 18:13:32+00:00,17.871029234972678,-1.3718841530054644
2022-06-08 18:13:36+00:00,18.723376533333333,-1.9194122666666666
2022-06-08 18:13:40+00:00,18.44698876712329,-0.40516684931506847
2022-06-08 18:13:44+00:00,16.839275690607735,-1.475411049723757
2022-06-08 18:13:48+00:00,17.198710597826086,-2.93296875
2022-06-08 18:13:52+00:00,17.491094070080862,-2.486745283018868
2022-06-08 18:13:56+00:00,19.1194,-5.134913351498638
2022-06-08 18:14:00+00:00,18.404965122615803,-1.8061512261580381
2022-06-08 18:14:04+00:00,17.166898910081745,-1.243491825613079
2022-06-08 18:14:08+00:00,19.89489398907104,0.4631199453551913
2022-06-08 18:14:12+00:00,19.18937309782609,-2.2312103260869565
2022-06-08 18:14:16+00:00,20.101966666666666,0.21143032786885246
2022-06-08 18:14:20+00:00,17.62501832884097,-0.7366121293800539
2022-06-08 18:14:24+00:00,19.05735489130435,-3.2300100543478263
2022-06-08 18:14:28+00:00,15.23903125,-0.6828991847826087
2022-06-08 18:14:32+00:00,-4.422624184782609,-12.146247282608696
2022-06-08 18:14:36+00:00,-3.3702197333333332,-14.722621600000002
2022-06-08 18:14:40+00:00,-3.5860746630727762,-14.136665768194069
2022-06-08 18:14:44+00:00,-2.2432520661157023,-14.312214325068872
2022-06-08 18:14:48+00:00,-3.05139593495935,-16.443467208672086
2022-06-08 18:14:52+00:00,-4.925811716621253,-14.730831880108992
2022-06-08 18:14:56+00:00,-3.034932872928177,-14.007308839779006
2022-06-08 18:15:00+00:00,-3.8383216066481993,-13.99204542936288
2022-06-08 18:15:04+00:00,-4.127196685082873,-15.691393093922652
2022-06-08 18:15:08+00:00,-6.390165934065934,-16.23742664835165
2022-06-08 18:15:12+00:00,-6.905847721179624,-15.551159249329759
2022-06-08 18:15:16+00:00,-6.9057360962566845,-14.989443048128342
2022-06-08 18:15:20+00:00,10.309203523035231,-6.9878728997289965
2022-06-08 18:15:24+00:00,17.113988219178083,-2.130067123287671
2022-06-08 18:15:28+00:00,-0.9483903314917127,-17.735193646408838
2022-06-08 18:15:32+00:00,-1.9988052486187846,-20.491026243093923
2022-06-08 18:15:36+00:00,-16.185876519337018,-4.041854419889503
2022-06-08 18:15:40+00:00,-14.14942817679558,-4.97326546961326
2022-06-08 18:15:44+00:00,-5.087687016574586,-18.78404668508287
2022-06-08 18:15:48+00:00,-6.203937292817679,-18.558170441988953
2022-06-08 18:15:52+00:00,-5.687691988950276,-18.970253038674034
2022-06-08 18:15:56+00:00,-5.168391436464089,-17.81837679558011
2022-06-08 18:16:00+00:00,-6.641506906077348,-16.72087983425414
2022-06-08 18:16:04+00:00,-7.437556906077347,-17.19470138121547
2022-06-08 18:16:08+00:00,-6.163538397790055,-17.558207458563537
2022-06-08 18:16:12+00:00,-6.188326145552561,-16.94122371967655
2022-06-08 18:16:16+00:00,-5.111777297297297,-17.50750864864865
2022-06-08 18:16:20+00:00,-6.616350943396227,-16.70193396226415
2022-06-08 18:16:24+00:00,-6.224614520547945,-16.21949095890411
2022-06-08 18:16:28+00:00,-11.208222928176795,-13.744808563535912
2022-06-08 18:16:32+00:00,-23.52120688705234,5.198262809917355
2022-06-08 18:16:36+00:00,-22.458352910052913,6.479680952380952
2022-06-08 18:16:40+00:00,-22.18191962864721,6.281064721485412
2022-06-08 18:16:44+00:00,-23.04958097826087,6.316067934782609
2022-06-08 18:16:48+00:00,-20.647708839779003,6.304323204419889
2022-06-08 18:16:52+00:00,-21.26651215469613,5.8523475138121555
2022-06-08 18:16:56+00:00,-21.06744532967033,6.564275274725275
2022-06-08 18:17:00+00:00,-21.34857801608579,2.653975067024129
2022-06-08 18:17:04+00:00,-21.57123810810811,6.106692702702702
2022-06-08 18:17:08+00:00,-21.355968617021276,6.671826861702129
2022-06-08 18:17:12+00:00,-18.398159139784948,3.715346505376344
2022-06-08 18:17:16+00:00,-18.87290134408602,4.321893010752689
2022-06-08 18:17:20+00:00,-18.525620643431633,2.7178689008042896
2022-06-08 18:17:24+00:00,-18.01942822580645,5.67895564516129
2022-06-08 18:17:28+00:00,-17.135716844919788,5.182888770053476
2022-06-08 18:17:32+00:00,-18.20069393939394,5.381531129476584
2022-06-08 18:17:36+00:00,-19.027868595041323,5.9073553719008265
2022-06-08 18:17:40+00:00,-17.99614193548387,6.413631182795699
2022-06-08 18:17:44+00:00,-17.000716,3.4804688
2022-06-08 18:17:48+00:00,-17.228950537634407,3.8941642473118283
2022-06-08 18:17:52+00:00,-15.253091223404255,3.4830789893617022
2022-06-08 18:17:56+00:00,-16.54000867208672,0.9797319783197832
2022-06-08 18:18:00+00:00,-0.07836712707182324,19.42134861878453
2022-06-08 18:18:04+00:00,5.62924423076923,18.755018956043955
2022-06-08 18:18:08+00:00,4.963216,17.880565866666668
2022-06-08 18:18:12+00:00,6.883161538461539,17.975157559681698
2022-06-08 18:18:16+00:00,5.401143681318682,18.74806648351648
2022-06-08 18:18:20+00:00,7.578069421487603,17.43545867768595
2022-06-08 18:18:24+00:00,6.263654972375691,19.605949723756904
2022-06-08 18:18:28+00:00,5.113082596685083,18.01001270718232
2022-06-08 18:18:32+00:00,4.352201933701657,19.363743370165746
2022-06-08 18:18:36+00:00,5.967650552486187,17.646204419889504
2022-06-08 18:18:40+00:00,7.678198342541436,18.222950552486186
2022-06-08 18:18:44+00:00,3.8948433701657454,18.71660635359116
2022-06-08 18:18:48+00:00,-10.789956077348066,11.173727900552485
2022-06-08 18:18:52+00:00,-19.996589502762433,3.684241160220995
2022-06-08 18:18:56+00:00,-2.0611144808743167,17.0944912568306
2022-06-08 18:19:00+00:00,-0.6389063535911602,15.465977900552486
2022-06-08 18:19:04+00:00,-16.13485828729282,7.10772320441989
2022-06-08 18:19:08+00:00,-19.257019471947196,3.4178475247524753
