qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.02802562713623047,0.0420377254486084,0.0420384407043457,0.04103732109069824,0.04303932189941406,0.0470426082611084,0.02302098274230957
0.029026031494140625,0.0420382022857666,0.04303908348083496,0.0420382022857666,0.0420382022857666,0.0470428466796875,0.02201986312866211
0.02802562713623047,0.0420379638671875,0.04103732109069824,0.04003643989562988,0.04403996467590332,0.0470428466796875,0.02202010154724121
0.028025388717651367,0.04403996467590332,0.0420382022857666,0.04404020309448242,0.04303908348083496,0.04804372787475586,0.02201986312866211
0.029026269912719727,0.0420382022857666,0.04103732109069824,0.04504084587097168,0.0420384407043457,0.04804372787475586,0.02201986312866211
0.02802562713623047,0.0420379638671875,0.0425417423248291,0.0420382022857666,0.04303932189941406,0.04804348945617676,0.02201986312866211
0.02902674674987793,0.04103732109069824,0.0470426082611084,0.04003643989562988,0.04303908348083496,0.0470428466796875,0.02202010154724121
0.029026508331298828,0.0420379638671875,0.0420382022857666,0.0420382022857666,0.04403996467590332,0.05004549026489258,0.02201986312866211
0.029026508331298828,0.04303908348083496,0.0420382022857666,0.04303908348083496,0.04103732109069824,0.04604196548461914,0.02201986312866211
0.02802562713623047,0.04303884506225586,0.04303932189941406,0.04403996467590332,0.0420379638671875,0.04804372787475586,0.02202010154724121
0.028025388717651367,0.041037559509277344,0.0420384407043457,0.04103732109069824,0.04303884506225586,0.04804372787475586,0.02201986312866211
0.02902674674987793,0.0425417423248291,0.04303884506225586,0.04404020309448242,0.0420382022857666,0.04804348945617676,0.02302098274230957
0.028025388717651367,0.043039560317993164,0.04303860664367676,0.04504084587097168,0.0420384407043457,0.0470426082611084,0.02202010154724121
0.028025388717651367,0.04303908348083496,0.0420382022857666,0.03903532028198242,0.0420384407043457,0.04604172706604004,0.02202010154724121
0.029026269912719727,0.04103732109069824,0.04103732109069824,0.0420379638671875,0.04303908348083496,0.0470428466796875,0.02201986312866211
0.028025388717651367,0.04103732109069824,0.04303932189941406,0.0470426082611084,0.04003643989562988,0.04604196548461914,0.02201986312866211
0.028025388717651367,0.04303932189941406,0.04103708267211914,0.04303932189941406,0.04303908348083496,0.0470426082611084,0.02202010154724121
0.028025388717651367,0.04403996467590332,0.0420382022857666,0.04404020309448242,0.04303884506225586,0.04604196548461914,0.02202010154724121
