qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.02802443504333496,0.0420384407043457,0.0420379638671875,0.04504108428955078,0.04403948783874512,0.04904484748840332,0.023021459579467773
0.031029462814331055,0.04403829574584961,0.04303884506225586,0.04403996467590332,0.04303884506225586,0.04804420471191406,0.02302074432373047
0.029026031494140625,0.0420384407043457,0.04403996467590332,0.04303908348083496,0.04303908348083496,0.0470423698425293,0.02202010154724121
0.028024911880493164,0.041037559509277344,0.0420384407043457,0.041037797927856445,0.043038368225097656,0.0470426082611084,0.02202010154724121
0.029026508331298828,0.0420379638671875,0.0420382022857666,0.04303932189941406,0.0420384407043457,0.0470423698425293,0.02202010154724121
0.029026269912719727,0.04303932189941406,0.043039560317993164,0.04103660583496094,0.043039560317993164,0.049044132232666016,0.02201986312866211
0.029026508331298828,0.04404044151306152,0.04504060745239258,0.042542457580566406,0.044039249420166016,0.05404925346374512,0.02201986312866211
0.028025388717651367,0.04303908348083496,0.0420382022857666,0.04103732109069824,0.0420384407043457,0.054049015045166016,0.02201986312866211
0.031028270721435547,0.04403996467590332,0.04303908348083496,0.04403996467590332,0.0420382022857666,0.0470428466796875,0.02202010154724121
0.029026269912719727,0.04103732109069824,0.04303884506225586,0.04303932189941406,0.0420379638671875,0.04804396629333496,0.022019624710083008
0.02802562713623047,0.0420384407043457,0.0420379638671875,0.04504108428955078,0.04103732109069824,0.0470426082611084,0.02202010154724121
0.029026269912719727,0.04103732109069824,0.0420379638671875,0.0470428466796875,0.04403996467590332,0.05104660987854004,0.02201986312866211
0.029026269912719727,0.04404020309448242,0.04103708267211914,0.04504108428955078,0.0420382022857666,0.04804372787475586,0.02202010154724121
0.029026269912719727,0.0420382022857666,0.04103732109069824,0.0470426082611084,0.04303932189941406,0.0470426082611084,0.02101898193359375
0.02802562713623047,0.0420379638671875,0.042038679122924805,0.04403972625732422,0.0420382022857666,0.04804348945617676,0.02202010154724121
0.029026508331298828,0.04103708267211914,0.0420382022857666,0.04103732109069824,0.04103732109069824,0.04604172706604004,0.02201986312866211
0.029026508331298828,0.04103732109069824,0.04003620147705078,0.0420382022857666,0.04303932189941406,0.04604172706604004,0.02152252197265625
0.028025150299072266,0.04053997993469238,0.04103684425354004,0.041037797927856445,0.04103708267211914,0.0470426082611084,0.031028270721435547
0.04103708267211914,0.05004572868347168,0.0420382022857666,0.0420379638671875,0.0420382022857666,0.04604196548461914,0.02202010154724121
0.029026269912719727,0.04103708267211914,0.041037559509277344,0.04303908348083496,0.04403972625732422,0.04804372787475586,0.02202010154724121
0.028025388717651367,0.04103732109069824,0.04403996467590332,0.04404020309448242,0.0420379638671875,0.04804372787475586,0.02201986312866211
0.029026269912719727,0.04404020309448242,0.0420382022857666,0.0420379638671875,0.04303884506225586,0.0470428466796875,0.02202010154724121
0.028025388717651367,0.0420382022857666,0.04103708267211914,0.0470428466796875,0.0420382022857666,0.05004549026489258,0.02202010154724121
0.029026508331298828,0.04003620147705078,0.04103732109069824,0.04103732109069824,0.0420382022857666,0.04604196548461914,0.02202010154724121
0.028025150299072266,0.04003643989562988,0.04303908348083496,0.04103732109069824,0.04303932189941406,0.0470426082611084,0.02302098274230957
0.028025388717651367,0.04103732109069824,0.04504084587097168,0.04303884506225586,0.04303932189941406,0.04804348945617676,0.022020339965820312
0.028025388717651367,0.04103732109069824,0.04103732109069824,0.0420379638671875,0.04404020309448242,0.04804348945617676,0.02202010154724121
0.02902674674987793,0.04403948783874512,0.041037559509277344,0.0420382022857666,0.041037559509277344,0.04604148864746094,0.02202010154724121
0.029026269912719727,0.0420379638671875,0.041037559509277344,0.04604172706604004,0.04303932189941406,0.0470423698425293,0.02202010154724121
0.02802562713623047,0.04103732109069824,0.0420377254486084,0.041037797927856445,0.04303908348083496,0.04804348945617676,0.02202010154724121
0.035031795501708984,0.04303932189941406,0.04103732109069824,0.04403996467590332,0.04403972625732422,0.0470428466796875,0.02202010154724121
0.028025388717651367,0.04103732109069824,0.04103732109069824,0.04504108428955078,0.04504132270812988,0.0470423698425293,0.02302098274230957
